,MedHouseVal
4097,2.042
8163,1.688
11067,1.858
333,1.016
17126,2.55
935,2.482
401,2.322
20085,1.069
8309,1.575
17497,2.636
14851,1.432
7022,2.325
16298,2.3
6185,1.848
12896,2.443
12262,1.375
14478,1.88
19295,2.25
9249,5.00001
6715,3.511
19377,4.5
12563,1.098
14132,1.372
13594,0.735
20084,1.493
14952,1.441
8007,4.255
14837,2.662
8551,3.219
13226,1.475
2585,0.5
12538,0.699
13359,1.276
12860,1.222
5534,2.0
19188,1.688
9062,1.372
9263,2.125
1138,1.261
8706,3.277
5257,5.00001
2725,0.996
16886,4.264
4884,1.042
11874,0.834
7774,1.44
6802,2.427
12541,0.639
8700,5.00001
2834,0.891
4747,1.768
18434,1.922
15357,1.589
7421,1.089
11516,3.909
10034,1.413
17425,1.847
12172,0.944
10223,3.064
5701,3.511
8747,3.573
10461,3.685
2838,0.856
2082,0.498
14415,1.923
14287,2.917
9879,1.852
19940,1.03
455,3.846
13177,1.372
6467,1.554
16665,3.276
13040,1.368
15558,5.00001
16045,2.237
13039,0.925
19040,1.83
12416,0.856
10014,2.558
7008,1.938
252,0.806
17533,2.28
19345,0.883
1542,3.5
18313,3.941
13183,1.396
9397,1.133
9360,1.635
2899,1.234
4204,5.00001
2689,0.611
94,1.792
13153,1.375
1823,2.004
10088,3.49
8162,1.75
99,1.931
19570,0.875
15051,2.685
2180,0.882
10156,1.825
7956,2.197
16320,1.08
11390,2.378
8061,1.0
5399,3.558
12345,0.717
14814,2.478
8324,1.798
2728,1.101
13015,1.917
8713,2.779
13741,1.167
20164,2.326
13197,1.27
15924,3.296
1366,1.783
7143,1.213
7563,1.864
9838,1.667
15906,2.32
7772,1.567
9150,0.507
6611,2.879
8699,4.822
12095,1.318
12595,1.028
8344,1.469
19779,0.782
12311,0.95
15636,3.545
19460,1.75
4666,3.75
9479,1.094
14584,1.689
11017,1.935
20419,0.63
591,2.525
19773,0.546
2826,0.762
18010,4.03
16925,4.359
2259,0.719
1360,1.569
19675,0.6
9009,1.277
267,1.512
1836,2.875
16747,5.00001
20125,1.854
17319,2.688
1158,0.738
7832,2.991
7466,1.036
7823,1.946
7086,2.245
4150,1.389
11518,3.591
15980,2.757
14792,1.297
11675,2.201
16004,5.00001
841,2.22
1969,1.707
17146,5.00001
14321,1.125
13080,4.269
280,3.182
11203,1.905
2933,0.366
18958,2.911
11998,2.491
9277,3.163
18177,5.00001
13597,0.804
11911,1.648
10551,2.913
7468,0.961
18431,2.412
1273,1.863
17398,3.259
8665,2.348
20193,1.76
3965,2.43
6136,1.505
665,1.891
16753,5.0
2586,0.592
774,1.944
5252,5.00001
9503,0.88
4490,1.353
2721,0.625
9563,1.125
2506,0.731
14197,0.788
6990,1.714
16576,1.738
7775,1.333
18913,2.623
14460,1.716
17473,2.781
14573,1.741
7144,1.342
7130,1.339
6969,1.722
12838,2.587
15613,1.775
11800,1.225
5430,3.632
13068,2.905
16894,3.45
18814,1.204
6607,1.688
5637,2.543
18855,1.189
7228,1.219
14044,1.554
4966,0.993
2081,0.466
304,0.973
13198,1.163
15453,1.702
17090,5.00001
1918,2.396
2871,0.508
18365,4.047
19997,1.993
17242,1.293
609,1.883
14193,0.813
407,4.305
16421,1.275
19705,1.548
14881,1.429
3620,1.782
14581,1.777
13945,1.741
5120,0.967
10215,2.439
3019,1.49
9592,0.561
18128,5.00001
15633,4.125
2266,0.734
4714,1.406
17558,1.649
6199,1.557
19417,0.879
15300,1.658
10787,1.821
11678,0.863
10774,1.575
15359,1.707
13473,0.658
8631,2.794
858,2.476
11812,1.179
6431,1.464
4595,5.00001
9110,3.112
8221,3.074
11260,2.151
8881,4.219
19479,1.336
7754,1.846
2428,0.683
11096,2.208
3535,2.545
2022,0.455
15521,2.25
5878,3.587
3566,2.4
17111,2.265
5580,1.673
6818,1.993
18060,5.00001
3253,1.641
14853,1.501
42,1.188
1205,0.594
6938,1.92
7502,1.181
9474,0.729
3184,0.855
14751,0.675
14718,1.076
10931,3.495
3710,2.379
14220,2.625
14307,2.7
797,1.827
16338,1.333
2766,0.561
8394,2.431
3589,1.519
2136,0.673
19682,0.686
13442,0.64
12972,0.896
1216,0.932
6186,1.917
1548,2.961
2783,1.047
6875,1.509
15765,1.923
4356,1.667
18722,2.252
9471,0.888
10577,2.728
14651,1.468
9608,1.625
12392,1.141
13042,1.625
6649,4.348
1876,0.904
6434,1.7
848,2.436
16406,1.694
17463,3.446
19275,1.475
14912,1.558
11108,3.5
5626,3.267
19291,1.621
11670,1.987
10009,1.875
1392,2.355
3370,2.583
2145,0.587
19842,1.034
13038,0.729
11615,1.719
14313,2.75
3738,2.0
2116,0.746
10383,2.56
7132,1.458
14517,2.941
4055,3.206
11213,1.708
12064,1.482
2983,0.826
19252,1.611
19612,1.021
2761,0.592
4609,2.333
3890,2.039
3406,1.426
10886,2.188
12246,0.875
11851,1.293
14759,1.504
2366,0.639
15833,2.641
17854,3.441
14401,1.963
11000,1.875
13584,0.816
1328,1.403
9239,4.44
3434,2.034
8834,3.3
18113,4.575
13547,0.958
4448,1.5
11256,1.823
17259,1.625
20229,2.58
16022,3.291
10295,3.513
19002,2.271
19950,1.917
7506,0.995
5397,4.2
3590,1.838
5386,3.07
5916,1.876
12639,1.341
17343,2.282
14688,5.00001
6424,2.024
10672,5.00001
972,2.33
18632,0.854
14003,1.267
3806,2.335
19264,1.377
2087,0.56
8549,3.599
13968,3.314
12654,1.269
11793,0.823
19203,1.313
18778,1.702
14756,1.398
13988,1.034
18665,0.625
19496,1.354
4730,1.57
6096,1.605
13172,1.213
2137,0.677
218,1.392
3624,1.844
16071,0.425
3920,2.413
13148,2.086
3588,1.546
16231,0.955
7296,1.75
20169,2.217
16609,2.432
15849,3.742
19439,1.252
18429,1.948
10329,1.678
9177,0.618
10834,1.625
13646,0.943
1255,1.125
1673,1.732
9511,1.183
1318,1.586
8487,2.375
6358,4.457
227,2.573
4241,2.375
17965,3.483
11328,2.904
8349,1.504
16835,2.929
2247,0.588
17759,2.476
11820,1.153
9028,2.649
14214,1.375
5589,2.0
20393,2.25
8223,3.939
14922,2.75
9190,0.525
18880,1.25
6007,2.279
16206,1.427
7293,1.766
2690,0.675
1733,1.142
5688,4.461
9148,0.759
886,2.138
15532,5.00001
11084,2.052
16440,1.273
5927,2.3
16161,0.892
9745,2.417
10408,2.314
13117,1.577
11311,2.058
3729,2.0
2683,0.711
8194,1.547
15795,2.294
14045,1.591
11251,1.618
10362,2.438
6224,1.518
9354,2.387
16750,3.538
9742,2.68
14989,1.532
2405,1.181
12075,1.115
19338,1.099
17721,2.25
20127,3.058
16063,0.926
7082,1.894
15170,2.679
3342,0.618
11573,1.952
6836,1.99
590,2.418
15446,2.259
4415,1.583
3049,0.547
4291,2.806
13490,1.594
5453,3.218
1769,0.956
4815,0.984
12329,3.667
5517,5.00001
1045,1.572
20008,1.542
3882,2.283
17028,5.00001
5255,5.00001
11773,1.438
2673,1.43
16680,2.512
13037,1.375
8071,2.245
12771,0.825
7834,2.887
7756,2.76
16165,0.66
17887,5.00001
9041,2.922
8100,2.419
5382,3.408
16807,5.00001
4259,2.188
6505,4.5
2862,0.468
16867,2.981
16074,0.45
13976,1.396
6173,2.021
965,3.341
11457,2.341
7140,1.576
1513,1.143
15057,1.372
10980,1.594
7329,0.988
13157,1.364
17651,3.28
7451,1.106
1223,1.223
7107,1.255
17437,2.925
5022,0.875
4968,1.943
1743,1.036
524,2.063
15247,1.732
650,1.862
20090,2.082
349,0.888
17253,1.094
7028,1.887
9366,1.038
14283,2.167
11520,2.451
12379,0.85
17634,1.824
11465,2.849
5254,5.00001
9011,1.0
8583,4.698
789,1.72
531,2.079
7698,1.838
14123,0.842
20352,2.86
4572,5.00001
15671,3.861
5749,2.243
897,2.359
10875,1.701
10656,5.00001
6258,2.097
14624,1.477
16177,1.292
15973,2.718
13751,1.182
2895,1.187
4278,2.406
504,1.329
4223,5.00001
20259,3.208
5463,3.669
13671,1.046
19265,1.254
14160,0.802
8292,1.649
10444,2.621
2181,1.125
10205,2.789
1080,2.0
7532,1.03
5490,3.652
2885,0.475
18465,3.123
7423,1.154
16931,2.375
10736,2.25
16661,2.263
17923,3.359
11375,3.531
526,2.102
6483,1.686
13833,2.309
17275,1.634
7509,1.032
3978,4.19
7026,2.144
11979,1.503
12086,1.1
15746,2.3
9655,2.451
17690,4.41
7818,2.318
8782,5.00001
7608,1.58
7702,1.676
11796,0.848
8132,2.125
12959,1.094
14025,1.207
5624,2.764
2873,0.488
13665,1.157
2364,0.589
736,1.816
773,1.741
16919,2.472
5295,3.481
9584,0.757
15645,5.00001
16411,1.215
15810,2.447
19119,1.432
6679,5.00001
9810,1.9
14934,2.088
15077,1.615
18716,1.119
8368,2.458
15091,2.636
20288,2.333
2602,0.996
14344,4.889
8074,2.276
13299,1.088
15111,5.00001
5539,1.844
135,3.512
18444,2.143
1659,2.051
17091,5.00001
15564,5.00001
13954,1.161
3157,1.031
861,2.825
13372,0.913
18364,2.125
18222,2.714
10119,1.821
17523,1.524
5644,3.61
12911,3.908
6077,1.262
13018,1.602
12236,1.464
16253,1.068
12495,0.784
18166,3.766
15724,3.108
7605,1.761
13339,0.92
8034,1.597
3031,0.586
5075,1.363
11625,1.583
2135,0.647
18402,2.064
2802,0.67
6086,1.459
18977,1.625
19191,2.667
8477,2.368
6515,2.01
4764,1.254
8585,3.924
5915,1.917
4715,1.958
11948,3.341
16559,2.683
7446,1.068
11241,2.373
8148,1.3
18286,2.412
10730,1.778
19017,3.431
11657,2.201
12191,0.732
3655,1.724
17954,3.806
3450,1.833
9122,1.625
8411,1.805
10251,4.105
4949,1.164
3239,0.562
5485,3.635
13819,1.572
11274,2.012
10669,5.00001
10506,2.765
6250,1.272
10734,2.716
7833,2.87
6331,4.554
11433,2.261
10882,3.203
18812,1.011
162,2.699
3052,0.573
19123,1.5
689,1.799
13481,0.708
14946,1.364
7734,1.149
15623,5.0
10484,3.687
11076,2.521
2239,0.901
10117,1.975
12955,1.116
13169,1.928
2103,0.445
7154,1.273
8620,2.963
5777,3.022
8360,2.045
11275,2.252
344,0.846
9974,1.568
2039,1.514
3095,0.524
8541,2.819
16210,1.539
17958,2.757
16649,1.465
1066,1.375
2073,0.571
10811,1.591
1244,0.928
19973,1.948
14270,1.375
3378,1.603
17436,2.479
7683,2.383
7477,0.988
11649,2.201
16518,1.926
507,1.438
4640,4.79
537,1.734
1348,1.548
5773,2.559
1854,1.167
3671,1.529
20025,2.289
9523,0.988
13283,1.278
10220,3.088
19725,0.691
9716,2.1
5913,2.289
9548,0.894
18843,1.435
13828,1.352
10794,1.7
11121,1.846
20347,1.569
14072,0.97
3758,2.652
3476,2.237
12002,1.527
8822,5.00001
12087,1.146
3331,2.0
14873,1.254
5847,3.493
1987,0.469
8328,1.425
939,2.103
20023,1.995
427,2.729
17181,2.723
8898,3.692
18649,1.412
6890,1.578
457,3.5
9907,1.528
9460,0.831
14981,1.345
14124,0.942
19717,0.802
3598,1.743
2270,0.728
14364,4.74
4141,2.183
11231,1.969
10448,4.538
10434,2.79
17487,2.551
14198,0.87
10710,4.585
11686,1.479
13016,1.516
53,1.042
9308,3.862
8351,1.475
8425,1.775
9013,1.636
5358,3.727
8775,4.5
18857,1.897
4578,3.167
17382,2.25
2619,0.864
16270,1.309
4512,1.297
10617,2.556
8550,2.929
15135,3.246
5207,5.00001
3981,3.674
6599,1.767
13181,1.664
3990,4.507
12746,0.84
6545,1.421
6949,1.582
17420,1.808
20377,1.194
6312,1.429
16804,2.964
508,5.00001
1524,2.839
2115,0.759
11396,1.885
13309,1.956
2500,0.85
64,0.735
9321,3.7
12648,1.661
14822,1.816
20009,2.192
20290,1.794
1193,0.863
17210,1.957
8676,3.36
11303,2.3
4305,3.803
11856,1.269
11211,1.865
19422,2.043
1572,2.948
17957,4.007
5642,3.941
3917,2.254
8760,2.438
9232,3.973
13102,1.604
7799,1.958
17206,1.625
16237,0.973
6791,1.922
4838,1.273
4996,1.033
11130,1.575
16471,1.135
4654,3.5
14145,0.841
12857,0.999
18593,1.192
19146,2.224
11815,1.188
172,1.167
14065,1.267
243,1.375
3340,0.593
16354,1.769
14088,1.208
13667,1.163
14506,1.452
15456,1.563
10711,5.00001
8823,4.367
10650,5.00001
3665,1.757
245,1.268
19437,1.292
17654,2.597
15874,4.31
2719,0.583
17071,4.586
19465,1.391
3454,2.855
7179,1.537
17209,1.586
9982,1.361
10465,3.551
12782,0.929
16798,4.15
15567,4.25
15776,2.799
18940,1.984
1723,1.136
12177,1.121
7737,1.627
13901,2.896
6504,3.26
12332,1.0
2658,0.612
13536,0.731
20417,0.687
11403,2.878
1067,0.889
19187,1.886
3456,3.74
5429,3.5
6017,3.683
14969,1.254
13735,0.983
16658,2.526
14038,2.915
8888,2.686
19938,1.375
4719,1.563
20421,0.579
1885,1.072
5513,2.844
6052,1.653
15826,2.316
2072,0.584
5899,2.972
11611,1.438
19106,1.404
2414,0.953
403,3.573
20099,3.804
2751,0.575
14520,1.684
14476,1.828
9652,1.77
6794,1.923
13156,1.557
4429,2.004
3600,1.625
13795,0.84
19067,2.405
7145,1.456
5597,3.5
1602,0.994
10364,2.521
12915,1.39
9255,3.521
3160,0.839
4781,1.325
15373,1.719
15298,1.569
904,2.401
2839,0.87
17741,0.675
4791,2.146
3551,5.00001
1188,0.804
1871,0.993
19658,0.72
6102,1.31
19581,0.844
13888,0.683
5389,3.1
139,3.628
2671,0.708
16845,3.058
9754,2.864
17368,3.011
8854,3.325
2351,1.306
18838,2.458
7202,1.505
12104,1.509
11345,2.898
14374,3.885
2610,1.199
4282,2.188
6697,2.707
633,1.91
1544,2.66
2868,0.575
959,2.596
16549,1.53
16049,1.125
14598,2.49
18154,4.637
15239,3.313
16542,2.676
6793,2.023
9494,0.873
8572,5.00001
17937,5.00001
10518,2.51
3626,1.837
18824,1.265
9164,0.958
7636,2.616
8430,1.814
1586,4.504
1334,1.705
5781,3.324
16043,2.25
4244,1.625
5933,2.407
12366,1.645
1508,3.588
14531,1.406
89,5.00001
1148,0.795
19762,0.744
15656,1.875
17758,2.583
17057,3.575
33,1.049
5825,2.25
16623,2.38
9172,1.024
12486,1.143
10913,5.00001
18533,2.884
9384,0.603
5148,0.932
2132,0.707
15221,1.033
12758,0.95
5997,1.109
8125,5.00001
10137,2.304
967,2.969
1396,1.971
12510,1.648
1412,2.479
15249,1.344
14172,1.754
2512,0.587
17,1.555
10762,2.603
20195,3.338
16269,1.25
2776,1.161
2403,0.609
6205,1.526
10405,5.00001
10841,1.584
2117,0.788
5678,4.466
2785,0.14999
18098,3.424
18109,4.65
14334,3.944
14655,1.426
3302,0.885
17582,1.865
10441,3.842
3504,3.796
11418,4.955
16482,1.862
3200,0.591
11100,2.081
16344,2.442
19934,1.625
4178,1.563
19845,0.774
19502,1.268
170,1.25
17700,1.869
10873,1.768
2102,0.598
12025,0.869
13894,4.596
3584,2.586
16566,3.297
776,2.045
17516,2.633
11246,1.907
8217,1.986
4941,1.24
863,2.818
9070,3.333
14539,1.886
12169,1.234
16182,1.015
3058,0.678
15881,3.636
9355,2.426
7545,1.11
12337,0.475
5738,2.096
17013,5.00001
11424,5.00001
12394,1.681
7805,1.739
17326,3.482
19088,2.521
4570,2.25
2727,0.843
2571,1.011
11230,1.742
2165,0.801
10979,2.717
10676,5.00001
18732,0.928
11738,1.75
18395,2.5
7611,1.74
19037,1.683
20336,0.325
11604,1.818
19662,0.59
14405,1.621
1309,1.261
14244,2.875
11723,2.019
17961,3.414
2218,1.253
17781,2.444
3261,1.083
17418,2.811
18967,2.436
12655,1.189
7641,1.974
7427,1.181
17716,2.522
1561,4.324
10389,5.00001
20283,2.399
16277,1.469
12968,1.016
9144,1.125
6886,1.752
1434,1.94
19354,0.813
12608,1.081
6026,2.672
19554,1.0
10079,3.754
16480,1.842
8749,5.00001
17438,2.528
17352,2.718
14295,2.667
325,0.834
1186,0.571
18511,3.152
16362,1.419
13204,1.355
2404,0.567
5127,0.932
5251,5.00001
17183,4.4
1291,1.308
18585,0.852
8571,5.00001
14930,1.678
13511,0.726
8851,2.333
3548,2.349
15711,3.257
11569,2.13
9521,1.014
614,1.982
6178,2.028
8119,2.408
20276,1.985
68,0.85
11240,1.867
3842,2.613
16607,2.386
12889,1.37
10674,5.00001
14995,1.294
17534,2.496
1699,1.914
18423,1.62
9087,2.362
6274,3.604
1813,3.04
2677,0.675
6497,1.617
374,1.22
1789,0.842
2420,0.624
19704,0.849
1191,0.613
5216,5.00001
12296,2.313
18954,2.309
4648,5.00001
1953,1.087
2655,0.433
18547,1.017
9394,1.104
12447,2.287
7992,1.344
17521,1.125
17190,2.697
6032,1.917
15841,2.183
12369,1.479
3953,2.674
3291,0.773
14886,2.171
18906,2.095
6249,1.362
20302,1.961
5772,2.438
15134,1.476
15475,1.872
8514,5.00001
13012,1.757
6534,5.00001
5236,5.00001
19560,0.94
14073,1.257
9376,1.042
15131,3.767
3100,1.013
9372,0.881
2688,0.635
19329,1.19
4051,5.00001
13021,0.82
19407,0.875
2816,0.446
9299,3.339
4222,4.051
3660,2.374
13313,1.434
11415,5.00001
3977,3.676
12766,1.513
10024,1.619
18781,3.204
4426,1.488
13289,1.748
13534,0.682
17717,2.258
12854,1.154
2210,1.677
8967,5.00001
10561,3.333
3677,1.712
5545,2.242
13136,2.541
7376,1.438
2517,0.697
6246,1.414
6529,4.837
18334,2.798
1750,1.416
19471,1.813
5529,2.513
5864,1.67
20215,3.12
7088,1.851
8173,1.625
17814,2.798
14865,1.304
15499,5.00001
6423,1.981
4988,1.705
13182,1.449
17055,4.384
7976,4.813
14245,2.91
17994,2.929
4847,1.307
12179,1.052
1,3.585
16848,3.382
5352,1.857
9873,1.951
14617,1.822
11168,2.063
17676,2.574
1744,1.651
18034,2.524
11059,1.863
2063,0.488
13489,0.733
2534,0.646
6603,2.154
17492,3.373
5457,2.875
10758,2.295
8780,3.75
3310,1.0
8336,1.74
1019,1.93
12555,0.841
456,3.714
13960,1.188
3419,1.379
11093,1.969
7654,2.632
4308,2.511
12090,1.543
13087,1.425
12066,0.961
16153,0.659
17331,4.25
15853,3.067
19602,0.864
13514,0.875
5364,3.438
14234,0.875
11344,3.44
18700,1.101
10763,2.759
3106,0.508
18500,2.346
11361,2.321
4713,2.135
6343,3.915
5334,3.404
14939,1.208
11799,0.859
5014,1.406
17658,2.739
16704,2.813
19202,2.954
2114,0.82
298,1.07
11618,1.458
18201,5.00001
1415,1.345
5761,1.75
10284,2.866
7167,1.388
10261,2.046
7749,1.856
11539,2.583
16924,5.00001
15318,1.585
1467,2.674
16678,3.537
10688,2.455
6569,3.091
8479,2.674
15651,1.938
9669,2.865
13984,1.031
13297,1.41
6359,3.66
18202,5.00001
6465,1.731
4623,2.263
647,3.712
1491,3.223
18213,3.6
1864,1.072
108,2.757
6646,3.244
8927,2.691
6318,3.65
9550,0.596
3363,2.301
5195,0.901
5999,1.297
19568,0.848
1303,1.036
10391,2.513
14866,1.414
18261,2.942
10178,1.839
18427,1.9
18459,1.463
14121,1.755
2600,0.96
11266,0.875
8219,2.333
16317,0.982
636,1.417
18998,2.53
19847,0.52
11245,1.839
9590,0.691
13737,0.743
11192,2.145
19378,0.675
9708,1.632
12527,0.723
4000,2.438
17777,2.513
16397,1.125
17467,2.882
15376,2.796
907,2.751
13357,1.052
17489,3.97
18628,0.764
10800,3.052
18460,2.7
17234,1.498
887,4.429
18315,4.126
13444,0.641
15090,1.563
1993,0.75
13956,1.278
836,2.353
425,2.849
16705,3.423
13460,0.933
16239,0.941
2443,1.1
19142,2.603
7092,1.783
9124,1.83
11037,1.625
20214,5.00001
842,2.544
5244,5.00001
9198,1.213
6356,4.309
20452,1.156
7985,2.087
16216,1.407
5237,5.00001
10101,1.743
3616,1.727
17442,3.458
18579,0.72
14052,1.668
3046,0.833
11321,2.846
10174,2.014
1125,0.873
732,2.103
2699,0.963
3948,2.228
1867,1.042
6775,2.383
3064,2.042
18092,3.071
16309,1.318
6930,2.447
4841,3.5
509,5.00001
9803,1.404
4135,1.438
16716,3.179
718,1.969
17682,2.432
9964,1.25
2379,0.856
7133,1.34
4521,1.125
10259,5.00001
12770,1.296
7139,1.534
11284,2.192
11379,2.854
12315,0.689
14670,1.594
8149,1.183
4314,1.739
16970,3.417
13816,0.486
18595,1.184
17697,2.269
6758,2.346
9539,0.627
3380,2.227
9311,5.00001
7399,1.622
14586,1.951
17276,1.346
16387,1.353
12328,1.0
20256,2.043
19815,0.833
1795,1.115
4805,1.792
12520,2.168
4910,1.438
143,2.167
12724,0.998
10778,2.46
11600,3.937
5208,5.00001
1305,1.524
400,2.613
10446,1.833
12427,0.875
2176,0.718
19483,0.695
6323,2.808
7909,1.369
15602,4.714
5648,2.712
8919,5.00001
7306,1.545
6955,1.758
14929,1.872
6092,1.625
13595,0.783
9194,0.516
1884,1.042
2769,1.083
17978,3.544
11551,2.161
20194,3.026
3840,2.726
6390,2.336
16241,1.074
7359,1.535
7093,2.011
19033,1.697
8913,3.298
18633,0.764
15192,1.661
10337,1.828
18061,4.7
1747,1.446
17794,2.759
1912,1.193
1963,1.264
19293,1.383
11695,0.92
11136,2.432
4656,3.552
7682,2.09
18391,2.25
12341,0.74
12156,1.125
1078,0.858
12295,3.531
4480,1.349
13109,2.318
15231,1.709
19840,0.798
6541,5.00001
3831,2.1
10089,3.341
13962,1.5
15034,1.807
19740,1.019
13546,1.495
5185,1.0
11258,1.674
13293,1.419
4080,5.00001
16070,0.527
10338,5.00001
2927,0.489
2575,0.811
19229,0.85
11995,1.279
14636,1.149
15474,2.318
11803,2.166
19854,0.886
19509,0.735
11943,1.273
10125,1.87
15491,5.00001
2636,0.705
10392,3.24
2126,0.875
4138,1.663
4978,1.813
12396,2.361
11859,1.139
8973,1.5
9141,0.961
17788,2.293
1023,1.406
7916,1.623
6158,2.747
9045,1.541
6462,1.52
13127,2.77
19026,2.012
16448,1.417
1409,2.332
4826,1.193
10048,1.396
15367,2.478
8673,3.237
8212,1.633
13280,1.813
4681,4.46
953,3.156
3356,1.976
19395,1.459
3158,1.0
3713,2.167
11584,1.926
11036,1.8
11007,2.412
11662,2.731
16283,1.25
17742,1.997
13660,1.21
13471,0.779
12787,1.161
10526,2.966
683,1.831
11514,3.596
6698,2.25
1161,0.722
2149,0.85
13734,0.98
5733,2.523
903,2.25
8489,2.705
19538,1.34
594,2.209
16245,0.875
2077,0.59
1358,1.398
1374,1.357
19808,0.771
57,0.853
13822,1.033
12389,0.879
3109,2.75
4597,4.125
962,2.592
724,1.489
9075,1.508
18248,2.346
993,2.002
19223,0.947
9373,0.938
150,2.701
2344,1.738
11466,2.024
10207,2.637
2653,0.467
3580,3.19
18602,0.566
5296,3.602
13151,2.39
917,1.969
7768,2.042
18923,1.76
18567,1.114
3012,0.269
4748,1.14
15583,5.0
7572,1.629
2888,0.638
19849,0.71
5024,3.321
17189,1.201
2568,0.75
8848,3.273
12878,0.825
12620,2.804
11587,1.651
2961,1.429
2644,0.707
1082,0.69
19022,3.344
15458,1.344
6543,5.00001
3888,1.706
18835,2.5
5496,5.00001
17244,1.083
6704,2.8
11902,2.032
5914,2.03
10200,1.139
728,1.806
18944,2.152
3048,0.552
20362,2.362
7237,2.55
16929,0.875
6101,1.608
4186,2.303
13086,1.292
4582,2.531
3860,2.033
9836,1.375
12318,0.822
1842,0.732
13004,1.504
1005,1.838
5150,0.924
6416,2.489
18971,2.885
5702,3.547
16113,0.7
13582,0.875
18441,2.226
2463,0.55
5288,2.75
15468,0.987
12790,1.055
3853,2.221
18316,4.163
10278,2.725
2755,0.538
15378,2.852
12962,1.044
1921,2.175
19348,0.59
6914,1.632
19218,2.821
17229,1.514
16882,4.192
20167,2.466
17154,2.5
7300,1.642
831,1.598
9867,1.486
6919,2.368
705,3.155
14008,0.941
7618,1.686
7390,1.836
1714,1.042
20150,5.00001
356,1.555
3124,1.111
19004,1.841
8861,3.7
9202,3.921
14487,1.763
16838,2.709
12718,0.966
5891,2.128
167,1.938
10524,1.996
16992,4.125
6425,2.088
10766,1.809
13131,3.54
263,1.214
16099,1.136
17302,1.422
11461,1.844
19481,0.828
1835,3.337
19173,1.171
3970,3.273
5136,0.98
1443,2.172
12023,1.977
9914,1.831
3368,2.933
490,4.563
9422,1.514
12016,1.299
15332,2.256
6308,1.36
9138,1.478
14690,3.208
17999,2.715
18318,2.881
5724,2.555
19855,0.555
3338,0.643
2519,0.7
18514,2.217
3162,0.758
17593,2.922
8077,2.219
10361,3.1
14828,1.761
9120,3.295
14889,1.414
13100,1.289
1861,1.734
6479,1.739
1064,0.858
10924,3.246
4445,1.585
18370,2.941
1326,1.818
18883,0.844
3573,2.676
12097,1.092
11661,3.348
13036,1.625
18192,4.048
15782,2.3
5828,2.269
4885,1.058
16384,0.969
15719,3.5
2938,0.633
8108,2.563
7810,1.796
12783,1.307
18057,2.674
11687,1.411
8589,4.3
18206,5.00001
16154,0.814
9408,0.718
4341,3.975
17117,2.308
15362,1.726
19485,0.615
11728,1.507
5867,1.601
6837,1.833
3477,2.168
233,2.318
6577,1.467
3507,2.712
9820,1.54
19282,0.927
9919,1.388
12752,0.938
2122,0.664
20274,1.968
3297,0.969
10398,2.27
14317,2.161
20098,5.00001
2911,0.57
370,1.358
5854,2.183
6216,1.635
17762,2.819
15974,2.722
14297,3.422
7668,1.875
13779,0.81
3893,1.923
15505,4.0
3512,3.205
18050,2.801
19025,2.692
15103,1.692
18337,2.515
5052,0.923
19250,2.486
19102,1.709
1032,1.167
8692,3.599
19491,0.857
11496,2.074
6579,1.813
19856,0.677
15228,1.023
13664,0.96
18643,0.788
9152,0.57
8318,1.7
14159,0.789
19114,1.702
19401,0.974
16672,2.44
4554,2.75
11987,2.15
16240,1.113
9200,0.617
4326,5.00001
10265,2.371
6575,1.668
6625,2.419
4392,2.321
8426,1.594
3165,0.691
14654,0.936
16767,4.338
13749,3.026
330,0.824
13629,1.375
6494,1.563
13193,1.18
11978,2.048
1308,0.758
9934,1.568
15316,2.157
1716,0.698
1051,1.236
17145,5.00001
17112,2.647
6080,1.41
17917,5.00001
2613,1.005
14926,1.932
2532,0.7
12055,1.364
1570,2.0
10779,1.849
9513,0.853
17023,5.00001
17115,2.61
3491,1.992
15947,3.408
1693,1.84
17964,3.419
16738,4.203
9769,2.25
16069,0.568
13965,1.67
13783,0.542
1416,1.362
9187,0.55
5388,3.019
10072,3.369
4133,1.522
13277,1.576
4849,1.365
2049,0.895
18807,1.263
16107,0.906
14017,1.25
503,1.479
14071,0.989
3789,1.974
17121,3.364
2994,0.917
554,1.625
1689,2.729
18014,2.284
15181,1.738
7153,1.339
7597,1.174
20375,1.72
6520,2.389
6557,2.265
15662,3.125
17537,1.858
18531,2.986
128,4.115
14265,2.868
13107,1.63
19530,0.891
3225,0.421
12946,1.237
10621,0.743
10064,1.595
13831,2.552
6020,2.644
5186,0.875
725,1.964
5212,5.00001
4638,3.5
14026,1.183
19590,0.55
13524,0.937
4682,5.00001
19239,1.565
20160,5.00001
13371,0.861
13592,0.732
14757,1.475
10510,0.55
8021,2.048
8386,2.65
15929,3.231
2791,0.77
6670,5.00001
6223,1.49
2196,0.721
5444,5.00001
9393,1.65
1498,2.314
249,1.319
19710,0.95
9868,1.213
459,1.75
16164,0.721
13917,2.636
11841,1.12
19572,0.877
16783,2.879
2434,0.516
19098,1.469
3703,2.256
2003,0.53
2777,1.058
8686,3.527
7122,1.265
14550,1.741
18726,0.946
9977,1.632
10752,2.456
17928,5.00001
19337,0.755
17197,1.58
17718,2.551
14798,1.519
17067,2.792
906,2.686
1755,1.426
11478,2.175
18449,1.851
1955,0.947
3132,0.79
8174,2.0
11942,1.246
15335,2.375
19874,0.531
