,Unnamed: 0.1,Unnamed: 0,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedInc
16473,16473,16609,9.0,6.18,1.14,2065.0,2.99,35.74,-120.47,3.7303
15124,15124,15247,16.0,4.26,1.03,1532.0,3.07,32.99,-117.26,2.7348
8698,8698,8762,34.0,4.53,1.03,1113.0,2.28,33.81,-118.36,4.7026
7968,7968,8030,35.0,4.48,1.0,1584.0,2.36,33.84,-118.13,3.5465
9121,9121,9188,52.0,3.57,1.19,628.0,2.79,34.24,-117.86,4.1932
17290,17290,17436,16.0,4.59,0.97,1009.0,2.42,34.64,-120.47,3.4063
10033,10033,10107,32.0,5.5,1.03,1201.0,3.98,33.92,-117.95,4.0
15927,15927,16059,48.0,5.1,1.02,650.0,2.45,37.76,-122.49,3.5278
720,720,721,37.0,4.25,1.03,1197.0,2.57,37.68,-122.11,2.5772
18754,18754,18908,16.0,5.77,1.07,2830.0,4.16,38.15,-122.26,4.5053
8691,8691,8755,25.0,4.65,1.04,4458.0,2.29,33.81,-118.36,4.5592
19297,19297,19459,17.0,8.43,1.03,327.0,2.4,37.66,-120.94,6.8654
17274,17274,17420,16.0,3.43,1.08,614.0,3.07,34.64,-120.46,0.8106
3090,3090,3106,5.0,7.36,1.13,1335.0,3.12,35.63,-117.69,5.5773
2442,2442,2455,32.0,5.56,1.0,1038.0,3.82,36.56,-119.73,3.0469
2797,2797,2811,42.0,4.34,1.06,905.0,2.3,35.42,-119.03,1.6286
11257,11257,11348,26.0,4.17,1.05,4545.0,3.41,33.77,-117.91,3.0902
14338,14338,14454,39.0,4.59,1.04,805.0,1.97,32.83,-117.27,3.875
1774,1774,1784,41.0,5.61,1.27,1638.0,3.55,37.94,-122.36,1.822
9420,9420,9491,22.0,5.41,1.02,821.0,2.88,39.21,-123.19,3.5917
20234,20234,20409,32.0,6.15,0.98,1199.0,3.07,34.2,-118.86,4.125
18277,18277,18429,16.0,6.05,1.04,1305.0,2.81,37.26,-121.86,5.5121
1197,1197,1198,29.0,5.19,1.1,1170.0,2.73,39.36,-121.69,2.3224
3295,3295,3312,17.0,8.01,1.69,723.0,2.27,38.97,-122.7,3.2375
15275,15275,15400,17.0,6.16,1.13,1693.0,2.84,33.22,-117.22,3.3882
6072,6072,6121,33.0,4.67,1.04,1038.0,3.48,34.12,-117.91,4.1944
10359,10359,10436,33.0,3.63,1.21,604.0,1.91,33.43,-117.61,2.3545
12000,12000,12095,12.0,7.29,1.31,523.0,3.29,33.84,-117.26,2.7232
13496,13496,13605,30.0,5.63,1.02,945.0,2.75,34.17,-117.26,3.8906
12482,12482,12582,43.0,5.43,1.04,955.0,2.48,38.52,-121.43,2.5898
12804,12804,12906,20.0,5.46,1.08,2586.0,2.43,38.61,-121.34,3.9063
9531,9531,9603,50.0,3.94,1.24,621.0,2.48,37.3,-120.49,1.3125
1124,1124,1125,20.0,4.3,0.98,481.0,2.28,39.75,-121.59,2.2
3282,3282,3299,19.0,6.21,1.5,832.0,2.32,38.95,-122.62,1.6865
275,275,275,41.0,6.59,1.09,626.0,2.93,37.79,-122.18,7.0875
5083,5083,5118,34.0,3.88,1.12,2782.0,3.89,33.97,-118.28,1.6652
5882,5882,5928,13.0,6.46,1.07,1187.0,2.56,34.1,-117.8,6.2456
1073,1073,1074,29.0,5.67,1.01,3316.0,2.43,39.75,-121.82,3.0253
4982,4982,5017,47.0,4.77,1.08,416.0,2.4,34.0,-118.33,2.3333
17407,17407,17553,41.0,2.15,0.89,549.0,2.98,37.33,-121.88,2.375
8563,8563,8627,33.0,6.11,1.06,1098.0,2.64,33.88,-118.39,5.9683
376,376,376,40.0,4.7,1.13,928.0,3.56,37.75,-122.16,1.8235
15097,15097,15220,3.0,6.03,1.15,7644.0,2.64,32.97,-117.08,5.4584
18232,18232,18384,15.0,8.1,1.0,2221.0,3.29,37.21,-121.84,8.3792
18307,18307,18459,10.0,5.74,1.03,2190.0,3.81,37.27,-121.8,6.223
2044,2044,2055,29.0,4.49,1.13,836.0,3.02,36.68,-119.76,1.8355
15942,15942,16074,52.0,5.21,1.03,1147.0,2.73,37.74,-122.49,3.4583
5935,5935,5981,29.0,5.15,0.92,2477.0,4.66,34.1,-117.74,3.5072
8345,8345,8409,34.0,3.43,1.05,810.0,4.5,33.93,-118.35,1.9766
11312,11312,11403,14.0,4.57,1.05,3171.0,2.82,33.73,-117.92,3.9929
4596,4596,4627,26.0,2.78,1.13,4533.0,2.49,34.07,-118.31,2.3105
14673,14673,14791,28.0,5.43,1.18,1074.0,3.12,32.58,-117.11,2.5988
5204,5204,5243,27.0,7.74,1.12,654.0,2.42,34.12,-118.42,12.3767
9031,9031,9098,10.0,5.81,1.15,2164.0,3.05,34.7,-118.4,4.2941
14474,14474,14591,24.0,4.09,1.05,911.0,2.29,32.82,-117.17,2.7401
6727,6727,6777,38.0,4.61,1.01,940.0,1.94,34.12,-118.16,5.4165
9256,9256,9323,33.0,3.33,1.15,265.0,1.57,37.97,-122.52,2.75
18156,18156,18308,35.0,6.38,1.01,1084.0,2.55,37.41,-122.11,7.1382
2947,2947,2962,14.0,3.93,1.08,1933.0,2.12,35.34,-119.05,2.6637
8657,8657,8721,36.0,5.53,1.0,943.0,3.14,33.83,-118.36,5.1984
11041,11041,11131,31.0,7.12,1.54,966.0,3.2,33.85,-117.93,3.875
1754,1754,1764,45.0,4.25,0.88,981.0,2.63,37.95,-122.33,3.0313
20249,20249,20426,11.0,9.89,1.16,415.0,3.49,34.18,-118.69,10.0472
10377,10377,10454,22.0,5.15,1.15,334.0,2.13,33.48,-117.66,2.3846
10962,10962,11049,46.0,5.49,1.14,867.0,2.58,33.79,-117.85,3.4234
1964,1964,1975,8.0,5.44,1.13,427.0,2.6,38.57,-120.72,2.6833
375,375,375,49.0,4.7,0.98,764.0,2.71,37.74,-122.15,3.3125
13265,13265,13371,16.0,5.3,0.94,1463.0,3.67,34.11,-117.54,3.9241
4820,4820,4854,34.0,4.12,1.04,1479.0,2.99,34.03,-118.31,2.1173
6121,6121,6170,36.0,5.56,0.99,679.0,2.94,34.08,-117.92,3.8705
12135,12135,12232,15.0,5.74,1.02,1693.0,2.59,33.74,-116.93,3.6806
1710,1710,1718,42.0,4.06,0.86,1271.0,3.37,37.99,-122.34,2.6167
10932,10932,11019,31.0,7.28,0.98,1852.0,2.92,33.77,-117.81,7.2392
18594,18594,18747,23.0,6.17,1.12,1318.0,2.9,40.52,-122.33,3.5081
3219,3219,3235,6.0,6.32,1.29,992.0,3.11,36.09,-119.57,2.3889
10887,10887,10973,26.0,5.29,1.2,1273.0,2.91,33.76,-117.85,2.8828
4678,4678,4711,48.0,4.29,1.0,1601.0,1.94,34.06,-118.35,3.2279
10990,10990,11079,26.0,5.64,1.04,2607.0,2.64,33.81,-117.84,4.0324
9533,9533,9605,35.0,5.74,1.06,953.0,2.68,37.31,-120.46,2.7344
1040,1040,1041,27.0,5.78,1.09,1793.0,2.99,38.34,-120.98,3.5508
3412,3412,3431,35.0,4.18,1.01,1022.0,5.49,34.27,-118.44,3.4
2200,2200,2211,14.0,4.82,1.05,2300.0,2.65,36.8,-119.85,2.9565
16059,16059,16192,31.0,3.7,1.13,1398.0,1.94,37.96,-121.3,1.125
18914,18914,19070,18.0,6.55,1.06,872.0,2.38,38.27,-122.52,5.2155
16318,16318,16454,32.0,4.83,0.97,1916.0,2.75,38.13,-121.28,2.5401
2406,2406,2419,41.0,5.57,1.09,1171.0,3.73,36.59,-119.45,1.6875
16121,16121,16254,41.0,3.95,1.05,885.0,2.14,37.98,-121.26,0.9782
1242,1242,1243,23.0,5.13,1.04,2435.0,3.26,39.0,-122.13,2.2754
12578,12578,12679,26.0,5.38,0.93,781.0,2.74,38.55,-121.38,4.6944
12927,12927,13031,10.0,6.53,1.13,1632.0,2.75,38.67,-121.2,4.6902
19029,19029,19186,14.0,3.78,1.01,1300.0,2.08,38.46,-122.66,2.6023
16928,16928,17071,14.0,5.04,1.0,876.0,3.0,37.52,-122.25,4.3594
9012,9012,9078,48.0,4.54,1.08,696.0,2.29,34.69,-118.14,2.1167
16156,16156,16290,33.0,4.37,1.19,236.0,2.29,37.98,-121.24,1.1964
14703,14703,14821,52.0,3.58,1.3,248.0,4.35,32.67,-117.11,1.7961
8046,8046,8108,38.0,3.83,1.13,1535.0,2.92,33.8,-118.19,1.9848
1460,1460,1462,32.0,4.96,0.98,1980.0,2.92,37.96,-122.0,3.7
7587,7587,7646,42.0,3.97,0.95,811.0,3.72,33.81,-118.27,3.8621
10419,10419,10498,18.0,4.63,1.11,1490.0,4.2,33.51,-117.67,3.4792
16016,16016,16149,52.0,5.04,1.02,1350.0,2.17,37.77,-122.47,3.8571
17881,17881,18032,19.0,6.24,1.05,632.0,2.27,37.24,-121.94,5.5944
13450,13450,13559,40.0,4.33,1.0,745.0,3.07,34.09,-117.3,2.1842
14164,14164,14280,42.0,3.73,1.02,1114.0,3.63,32.71,-117.13,1.2614
11212,11212,11303,9.0,3.6,1.05,2017.0,2.05,33.78,-117.95,2.9726
8716,8716,8781,32.0,4.88,0.96,1264.0,2.59,33.79,-118.32,4.1477
13307,13307,13414,24.0,5.44,1.21,568.0,3.04,34.07,-117.47,1.5972
4425,4425,4455,45.0,4.67,0.95,1069.0,3.76,34.09,-118.17,3.3977
1891,1891,1901,17.0,11.18,2.11,675.0,2.69,38.88,-119.99,2.7457
2232,2232,2243,25.0,4.99,0.99,1215.0,2.6,36.82,-119.79,3.2143
17185,17185,17331,24.0,5.95,1.01,820.0,2.6,34.59,-120.08,5.1909
10006,10006,10080,8.0,36.48,6.3,291.0,2.53,39.35,-120.24,3.4792
5979,5979,6026,42.0,4.92,1.09,1550.0,3.05,34.07,-117.74,3.0294
8363,8363,8427,29.0,3.19,1.0,584.0,2.53,33.92,-118.35,3.6167
13143,13143,13248,29.0,4.7,1.02,1710.0,2.74,34.11,-117.65,3.6219
10085,10085,10160,10.0,6.98,1.03,1213.0,3.5,33.9,-117.96,6.5635
14229,14229,14345,40.0,3.72,1.01,298.0,1.91,32.76,-117.2,2.4
18919,18919,19075,17.0,5.25,1.07,1241.0,2.41,38.3,-122.48,2.652
15052,15052,15175,15.0,6.22,0.9,361.0,2.05,33.03,-117.07,6.8099
1846,1846,1856,20.0,5.28,1.09,1993.0,2.76,41.75,-124.21,2.0074
3026,3026,3042,39.0,4.84,1.05,1815.0,3.32,35.49,-119.27,2.3533
18240,18240,18392,25.0,7.12,0.93,721.0,2.97,37.27,-121.87,7.5845
7776,7776,7836,25.0,4.05,1.14,1721.0,3.39,33.91,-118.15,2.3456
16467,16467,16603,35.0,5.28,1.09,1550.0,2.37,35.62,-120.69,2.9167
6056,6056,6105,35.0,4.94,1.01,1396.0,4.4,34.12,-117.89,4.05
17547,17547,17695,10.0,4.47,1.11,1356.0,3.32,37.29,-121.83,4.5943
9662,9662,9735,21.0,5.85,1.32,671.0,3.44,36.75,-121.76,3.8424
10471,10471,10550,16.0,7.3,1.07,2356.0,2.96,33.65,-117.69,6.1062
17830,17830,17980,30.0,4.36,1.04,1914.0,1.97,37.31,-121.94,3.7632
19885,19885,20058,32.0,4.15,1.02,1282.0,3.82,35.88,-119.27,1.5069
10522,10522,10601,8.0,6.38,1.04,908.0,2.76,33.67,-117.81,7.7589
117,117,117,52.0,4.04,1.07,1786.0,1.72,37.83,-122.25,3.0897
9783,9783,9856,20.0,6.63,1.04,2668.0,2.79,36.58,-121.86,5.7578
6865,6865,6918,37.0,7.91,1.06,878.0,2.88,33.96,-118.0,9.1541
16888,16888,17030,45.0,5.49,0.97,504.0,2.8,37.51,-122.25,4.8382
14846,14846,14968,26.0,5.88,1.03,2065.0,3.01,32.75,-117.01,3.9545
17295,17295,17441,7.0,7.37,1.12,1462.0,3.23,34.66,-120.45,4.7875
12868,12868,12970,25.0,5.77,0.95,587.0,2.71,38.68,-121.32,3.5893
15197,15197,15321,23.0,5.44,0.99,1302.0,3.44,33.21,-117.34,4.0109
8356,8356,8420,37.0,4.44,1.1,1341.0,3.63,33.93,-118.34,3.0677
19510,19510,19681,36.0,4.75,0.93,1168.0,2.39,39.15,-121.62,3.0962
13241,13241,13346,11.0,5.53,1.03,1044.0,2.81,34.03,-117.64,4.8281
8278,8278,8342,37.0,5.42,1.05,925.0,2.74,33.93,-118.33,4.4091
4137,4137,4165,36.0,2.88,1.07,1809.0,3.62,34.11,-118.2,2.1793
822,822,823,16.0,4.68,0.99,705.0,2.01,37.61,-122.05,2.8971
7101,7101,7155,39.0,4.09,0.98,787.0,2.93,34.04,-118.15,3.7794
13457,13457,13566,26.0,4.93,1.06,1068.0,2.13,34.16,-117.28,1.9832
6067,6067,6116,33.0,4.03,0.94,1571.0,4.07,34.12,-117.9,4.0529
10529,10529,10608,14.0,5.83,1.12,852.0,2.84,33.68,-117.78,4.6793
8887,8887,8952,44.0,4.43,1.02,1295.0,3.0,34.03,-118.38,3.9537
1039,1039,1040,28.0,5.73,1.1,1614.0,2.31,38.37,-120.87,2.8125
1166,1166,1167,46.0,5.43,1.11,871.0,2.51,39.51,-121.56,1.6352
19923,19923,20097,14.0,6.18,1.16,917.0,2.9,37.98,-120.23,3.1523
13809,13809,13921,32.0,5.81,1.31,1358.0,2.5,34.12,-116.0,2.125
6254,6254,6303,18.0,4.73,1.05,5325.0,3.12,33.99,-117.9,3.443
17907,17907,18058,27.0,7.47,1.01,1220.0,2.73,37.27,-122.01,8.8178
13855,13855,13968,19.0,10.92,2.17,382.0,2.53,34.31,-116.86,4.0556
11659,11659,11753,11.0,7.31,1.03,2006.0,3.22,38.75,-121.21,4.3962
6345,6345,6395,40.0,6.88,0.98,1151.0,2.97,34.14,-118.06,8.4889
17155,17155,17301,32.0,5.75,1.18,951.0,2.85,34.39,-119.51,3.233
13796,13796,13908,9.0,6.35,1.14,2098.0,2.74,34.09,-116.4,3.2723
10058,10058,10133,34.0,5.94,1.02,894.0,3.01,33.91,-117.91,5.0096
15188,15188,15312,17.0,4.41,1.36,1288.0,3.02,33.2,-117.38,1.9386
1354,1354,1355,16.0,5.01,1.07,1410.0,3.25,38.03,-121.92,3.5436
6731,6731,6781,31.0,5.3,1.07,2639.0,2.45,34.11,-118.16,4.1661
14155,14155,14271,38.0,3.54,0.94,953.0,4.13,32.7,-117.12,1.0531
2388,2388,2401,13.0,5.91,1.21,1905.0,2.84,36.69,-119.12,2.2278
5577,5577,5622,36.0,3.17,1.07,2931.0,4.24,33.78,-118.26,2.1311
1351,1351,1352,35.0,5.33,1.07,1409.0,2.79,38.02,-121.96,3.016
10599,10599,10680,28.0,6.43,1.04,1176.0,2.45,33.53,-117.76,7.9794
12277,12277,12377,19.0,7.08,1.42,4086.0,2.32,33.73,-116.31,3.2846
180,180,180,49.0,4.19,1.11,1487.0,2.2,37.8,-122.24,2.5238
7373,7373,7430,35.0,3.44,0.99,2376.0,3.84,33.95,-118.21,2.0372
16945,16945,17089,35.0,3.37,1.04,398.0,3.65,37.47,-122.22,2.5
14947,14947,15070,32.0,4.16,1.12,782.0,2.59,32.79,-116.97,2.6635
19521,19521,19692,33.0,5.08,1.07,1583.0,3.14,39.13,-121.61,1.4727
13286,13286,13392,4.0,4.88,1.32,1083.0,2.46,34.07,-117.57,3.1458
10449,10449,10528,15.0,7.69,1.15,962.0,3.01,33.54,-117.71,7.3878
16407,16407,16543,23.0,5.1,1.09,1198.0,3.08,37.79,-121.23,2.7734
19268,19268,19429,31.0,7.02,1.13,383.0,2.97,37.67,-121.06,3.4167
11114,11114,11204,47.0,4.62,1.04,375.0,3.44,33.83,-117.91,3.6607
4809,4809,4843,27.0,3.89,1.03,1085.0,3.89,34.03,-118.29,2.135
13817,13817,13929,31.0,5.17,0.97,1346.0,2.81,34.83,-114.61,3.212
4922,4922,4956,52.0,5.74,1.07,1417.0,3.19,34.01,-118.31,1.8214
4483,4483,4513,50.0,5.12,1.06,851.0,3.68,34.03,-118.19,3.2639
12779,12779,12881,28.0,6.08,0.99,1543.0,2.78,38.68,-121.34,4.2743
8635,8635,8699,34.0,5.84,1.04,1429.0,2.96,33.87,-118.35,5.5
15860,15860,15992,49.0,6.13,1.05,1281.0,2.86,37.75,-122.47,5.482
6016,6016,6064,26.0,6.13,0.94,1993.0,3.36,33.98,-117.84,6.1076
10514,10514,10593,16.0,6.68,1.09,1429.0,3.48,33.69,-117.8,6.8219
5845,5845,5891,25.0,3.7,1.07,2616.0,1.59,34.16,-118.34,3.6486
16958,16958,17102,37.0,5.15,0.99,1208.0,2.41,37.46,-122.22,4.3214
1775,1775,1785,49.0,4.97,1.17,599.0,3.07,37.94,-122.37,1.3167
8587,8587,8651,24.0,4.2,1.02,1152.0,2.03,33.86,-118.39,4.8971
5909,5909,5955,29.0,4.26,0.98,378.0,2.55,34.13,-117.86,3.4107
14549,14549,14666,35.0,6.08,1.09,1044.0,2.98,32.8,-117.13,3.9732
8878,8878,8943,44.0,5.28,0.9,958.0,2.51,34.01,-118.47,6.1014
5710,5710,5755,52.0,6.21,1.0,1137.0,2.71,34.18,-118.28,5.3185
8674,8674,8738,26.0,6.22,1.08,1195.0,3.17,33.82,-118.31,5.4925
2466,2466,2480,11.0,4.2,1.3,1376.0,4.33,36.29,-120.27,2.4398
8251,8251,8315,52.0,5.47,1.37,1100.0,2.55,33.34,-118.33,2.8333
19213,19213,19373,27.0,5.65,1.01,2142.0,2.87,37.81,-120.9,3.7031
7219,7219,7273,28.0,3.59,1.02,498.0,5.72,33.99,-118.24,2.4107
16167,16167,16301,17.0,6.1,1.03,1562.0,2.1,38.0,-121.36,5.3224
19891,19891,20065,17.0,5.93,1.05,912.0,2.58,38.0,-120.4,2.6544
7185,7185,7239,43.0,3.51,0.93,827.0,3.71,34.01,-118.13,3.1538
19702,19702,19874,32.0,4.45,1.07,1744.0,4.1,36.34,-119.31,1.4729
2257,2257,2270,38.0,4.69,1.12,1131.0,2.77,36.78,-119.79,2.03
869,869,870,5.0,4.69,1.27,648.0,2.64,37.49,-121.93,3.5714
18779,18779,18933,17.0,7.25,1.07,703.0,3.14,38.29,-122.15,6.5891
1973,1973,1984,18.0,5.41,1.0,2697.0,2.46,38.69,-120.85,3.4872
18193,18193,18345,18.0,3.43,0.94,1144.0,1.91,37.43,-122.14,4.0686
6745,6745,6795,24.0,3.86,1.06,2909.0,2.81,34.08,-118.14,2.7036
19858,19858,20031,26.0,5.21,1.04,1108.0,2.64,36.07,-119.04,2.2277
2880,2880,2894,38.0,4.14,0.99,743.0,3.35,35.37,-118.99,1.7292
12372,12372,12472,44.0,3.96,1.05,878.0,1.66,38.58,-121.47,1.5922
6614,6614,6664,52.0,4.36,1.04,1107.0,2.7,34.16,-118.13,2.5664
5282,5282,5322,24.0,4.29,1.06,1613.0,1.81,34.05,-118.43,3.9673
9,9,9,52.0,4.97,0.99,1551.0,2.17,37.84,-122.25,3.6912
18018,18018,18170,25.0,5.42,1.01,1273.0,3.32,37.36,-122.02,4.7609
11669,11669,11763,6.0,6.69,1.06,1747.0,2.77,38.73,-121.28,5.419
397,397,397,50.0,5.33,1.15,523.0,2.3,37.88,-122.29,3.8672
738,738,739,37.0,5.81,0.98,1495.0,2.75,37.67,-122.14,4.8125
20431,20431,20611,27.0,4.36,1.08,1163.0,2.84,39.1,-121.55,1.2857
4020,4020,4045,28.0,8.41,1.05,1190.0,2.83,34.14,-118.49,10.6796
14666,14666,14784,8.0,5.55,1.03,4797.0,4.08,32.55,-117.09,3.9583
9772,9772,9845,31.0,3.64,0.94,704.0,1.79,36.58,-121.9,3.1977
16950,16950,17094,35.0,5.24,1.13,1148.0,2.63,37.47,-122.24,4.5556
15600,15600,15729,16.0,4.03,1.08,601.0,2.74,37.78,-122.44,2.151
7340,7340,7395,41.0,5.22,1.12,1252.0,4.15,33.95,-118.25,1.9798
9918,9918,9991,13.0,5.31,1.03,602.0,2.88,39.08,-121.1,2.5887
15234,15234,15358,15.0,4.91,1.07,1258.0,3.24,33.23,-117.33,3.33
19669,19669,19841,24.0,5.38,0.98,643.0,3.33,36.43,-119.1,2.6711
3099,3099,3115,14.0,5.49,1.23,850.0,2.68,35.6,-117.66,2.5812
1790,1790,1800,36.0,4.44,1.17,1437.0,3.27,37.91,-122.33,1.125
13504,13504,13613,37.0,5.13,0.97,1291.0,2.65,34.13,-117.25,3.0
200,200,200,52.0,4.05,1.01,994.0,4.67,37.78,-122.23,3.0257
3724,3724,3745,34.0,4.79,1.05,1150.0,2.09,34.16,-118.4,4.2989
20406,20406,20586,23.0,5.44,1.15,939.0,2.85,38.69,-122.03,2.7955
2384,2384,2397,15.0,29.07,6.08,276.0,2.58,37.06,-119.32,5.1314
6673,6673,6723,34.0,3.87,1.05,430.0,2.02,34.13,-118.15,3.6389
18817,18817,18972,1.0,7.69,1.28,872.0,3.25,38.23,-122.0,5.2636
8130,8130,8193,44.0,5.91,1.03,947.0,2.6,33.79,-118.13,5.0072
5869,5869,5915,32.0,3.69,1.02,582.0,4.07,34.28,-118.44,1.7708
5830,5830,5876,49.0,5.41,1.03,1284.0,2.29,34.17,-118.34,4.1161
13113,13113,13217,15.0,6.55,1.04,2410.0,3.62,34.0,-117.72,5.4824
17223,17223,17369,10.0,5.3,1.04,1593.0,2.83,34.93,-120.43,3.285
6512,6512,6562,45.0,5.25,0.89,529.0,2.29,34.2,-118.13,5.6629
18624,18624,18777,27.0,6.01,1.07,782.0,2.61,40.45,-122.24,3.5978
501,501,502,47.0,4.31,0.96,843.0,2.64,37.85,-122.27,1.3785
16529,16529,16667,26.0,5.5,1.02,918.0,2.96,35.26,-120.68,3.2464
17227,17227,17373,24.0,6.63,1.0,1171.0,2.84,34.96,-120.43,4.8155
17538,17538,17686,19.0,4.28,1.05,4312.0,2.94,37.3,-121.85,2.7768
6341,6341,6391,37.0,8.76,1.0,697.0,3.08,34.15,-118.06,15.0001
451,451,452,37.0,4.25,1.11,1152.0,1.87,37.88,-122.27,2.52
18157,18157,18309,33.0,5.82,1.01,659.0,2.34,37.41,-122.11,6.0884
13912,13912,14026,40.0,3.97,1.04,826.0,1.81,32.76,-117.15,2.6518
16072,16072,16205,40.0,4.93,1.14,2037.0,3.55,37.94,-121.29,2.0303
5405,5405,5447,42.0,4.4,1.02,952.0,2.63,34.01,-118.42,3.099
19728,19728,19901,35.0,4.38,1.11,1123.0,2.59,36.32,-119.29,1.1419
18822,18822,18977,11.0,5.83,1.02,3570.0,3.18,38.25,-122.01,3.8583
7405,7405,7462,35.0,3.65,1.04,949.0,3.64,33.93,-118.18,2.4297
7024,7024,7077,34.0,5.0,0.99,758.0,2.49,33.94,-117.99,4.3125
10905,10905,10992,23.0,5.51,1.0,1508.0,2.72,33.73,-117.81,4.7273
4229,4229,4258,51.0,2.81,1.05,527.0,1.58,34.11,-118.34,4.3571
1983,1983,1994,44.0,5.14,1.03,1286.0,3.38,36.73,-119.77,2.1518
14687,14687,14805,16.0,11.29,2.73,873.0,1.67,32.68,-117.17,7.3669
4749,4749,4783,39.0,4.13,1.2,1911.0,2.78,34.03,-118.33,1.9018
15858,15858,15990,45.0,5.67,1.01,911.0,2.15,37.75,-122.47,4.4312
14813,14813,14932,15.0,6.91,1.11,2046.0,3.26,32.64,-116.99,3.9519
12142,12142,12239,13.0,7.0,1.11,1644.0,3.19,33.73,-116.93,4.0433
13003,13003,13107,18.0,4.89,0.93,1755.0,3.24,38.42,-121.37,3.3281
8540,8540,8604,26.0,4.99,1.01,1282.0,2.44,33.88,-118.37,4.4828
17974,17974,18126,16.0,4.28,1.0,674.0,1.64,37.34,-122.03,5.1602
5377,5377,5419,38.0,5.9,1.19,830.0,2.26,34.02,-118.43,3.9091
7955,7955,8017,36.0,6.2,1.08,697.0,2.78,33.84,-118.1,4.5417
17778,17778,17928,33.0,4.61,1.05,1553.0,2.26,37.34,-121.97,3.6682
854,854,855,15.0,4.19,1.04,2097.0,2.88,37.58,-122.02,3.3617
1633,1633,1638,36.0,8.32,1.07,1511.0,2.64,37.9,-122.18,9.0064
6661,6661,6711,41.0,6.81,1.08,973.0,2.18,34.14,-118.16,7.4817
1779,1779,1789,17.0,5.49,1.11,885.0,3.86,37.93,-122.36,3.05
18237,18237,18389,14.0,7.98,1.06,2782.0,3.09,37.24,-121.88,8.3065
8609,8609,8673,35.0,5.2,1.1,902.0,2.18,33.83,-118.38,4.5179
11160,11160,11250,17.0,4.45,1.17,883.0,2.57,33.81,-118.0,2.8835
10556,10556,10636,6.0,4.2,0.98,832.0,2.2,33.7,-117.79,4.4286
15908,15908,16040,42.0,4.79,1.04,1211.0,2.96,37.71,-122.47,3.5156
17016,17016,17161,28.0,8.08,1.03,1489.0,2.66,37.38,-122.21,11.3176
8350,8350,8414,42.0,3.94,1.07,1369.0,5.25,33.94,-118.35,3.3125
12114,12114,12210,8.0,7.16,1.19,388.0,2.77,33.62,-116.96,4.2917
19579,19579,19751,47.0,5.16,1.02,846.0,2.81,40.17,-122.25,1.8077
9076,9076,9143,32.0,6.34,1.14,806.0,2.7,34.48,-117.96,4.5769
9865,9865,9938,33.0,6.45,1.09,91.0,2.76,38.25,-122.24,4.9167
17260,17260,17406,26.0,4.35,0.95,891.0,3.67,34.94,-120.45,3.6422
9940,9940,10013,14.0,6.7,1.33,352.0,2.91,39.26,-121.18,3.5938
16809,16809,16948,27.0,7.29,1.05,1354.0,2.96,37.53,-122.34,7.3081
7757,7757,7817,34.0,4.6,1.09,1549.0,2.84,33.89,-118.11,3.2069
5813,5813,5859,45.0,4.91,1.0,785.0,2.48,34.18,-118.33,3.7411
5424,5424,5466,50.0,3.28,1.05,764.0,1.6,33.99,-118.47,3.015
4560,4560,4591,42.0,2.1,1.16,3795.0,3.22,34.06,-118.28,1.2254
1129,1129,1130,31.0,5.28,1.05,794.0,2.62,39.76,-121.65,3.0
559,559,560,52.0,4.14,1.06,827.0,1.85,37.76,-122.24,2.6833
12227,12227,12325,11.0,10.19,2.51,2453.0,1.99,33.88,-116.36,1.7844
10624,10624,10705,26.0,4.52,1.03,618.0,1.37,33.61,-117.72,2.5685
1674,1674,1681,32.0,5.85,1.07,981.0,2.66,38.03,-122.36,4.3173
17340,17340,17486,14.0,3.36,1.07,662.0,2.31,34.44,-119.81,3.2115
5571,5571,5616,21.0,3.36,1.08,2265.0,3.47,33.78,-118.26,1.9923
8439,8439,8503,31.0,5.32,0.99,823.0,3.13,33.87,-118.3,5.0641
2069,2069,2080,41.0,5.26,1.06,1107.0,2.95,36.76,-119.82,1.8971
15854,15854,15986,48.0,4.42,1.04,1055.0,2.26,37.76,-122.47,2.8711
4075,4075,4103,36.0,4.09,1.08,905.0,1.37,34.15,-118.39,3.1146
4685,4685,4718,31.0,4.06,1.08,1987.0,1.86,34.06,-118.38,2.8233
3622,3622,3642,35.0,4.04,1.09,2222.0,3.93,34.22,-118.46,2.6299
8091,8091,8154,37.0,5.57,0.97,1095.0,3.07,33.82,-118.11,4.3203
17913,17913,18064,34.0,7.92,1.13,903.0,2.47,37.25,-122.03,7.8711
18179,18179,18331,52.0,7.57,1.21,219.0,2.92,37.45,-122.15,6.1575
12833,12833,12935,17.0,5.82,1.05,3153.0,2.37,38.66,-121.28,3.7869
8422,8422,8486,30.0,4.39,1.13,1491.0,3.55,33.91,-118.3,3.0147
12732,12732,12833,28.0,5.25,1.01,848.0,2.78,38.69,-121.41,3.6429
14660,14660,14778,12.0,4.71,1.04,1785.0,3.28,32.58,-117.09,3.0273
10819,10819,10903,31.0,3.76,1.1,1810.0,3.87,33.75,-117.86,1.9309
7374,7374,7431,42.0,3.45,0.91,680.0,3.8,33.94,-118.2,3.3472
5920,5920,5966,21.0,4.67,1.08,1866.0,2.5,34.11,-117.81,3.6201
